id,price_tnd,price_eur,location,city,governorate,Area,pieces,room,bathroom,age,state,latt,long,distance_to_capital,garage,garden,concierge,beach_view,mountain_view,pool,elevator,furnished,equipped_kitchen,central_heating,air_conditioning
17376bfe-542c-411c-bebf-c52c8e133073,850000,263500,Bir Bouregba,,Nabeul,750,16,8,4,1-5 ,1,36.40662,10.5673,61.2642183574195,1,0,0,1,1,0,0,0,1,0,1
84a74083-98e1-47ef-9e78-6216b2d09bb1,2200000,682000,Midoun,,Djerba,600,16,5,3,,,33.866667,10.85,329.885067333887,1,0,0,0,0,1,0,0,0,1,0
e012b4ec-8d24-42b7-b495-ff422a7aea43,2200000,682000,Aghir,,Djerba,600,16,5,3,1-5 ,2,33.759722,11.01251,345.586422511665,1,0,0,0,0,1,0,0,1,1,0
72ccf2b1-2f1b-4805-aa86-cb904774719a,775000,240250,Midoun,,Djerba,350,16,6,5,,,33.866667,10.85,329.885067333887,0,0,0,0,0,0,0,0,0,1,0
088eb307-5633-4219-b5c6-45ccf6bc584c,85000,26350,Mornag,Mornag,Ben Arous,331,16,8,3,,2,36.68902,10.29964,18.3799491860473,0,0,0,0,0,0,0,0,0,1,0
c01acdf5-c345-4a9d-beae-4d12b7e6607a,430000,133300,Beni Khalled,,Nabeul,,16,13,3,10-20 ,1,36.65,10.6,49.5831698871381,1,0,0,0,0,0,0,0,0,0,0
6622ffbb-34f1-4003-b52d-64bd15fc33f0,4500000,1395000,Hammamet Nord,Hammamet,Nabeul,1660,15,6,4,,1,36.40108,10.61457,65.4597220191691,1,0,0,0,0,1,0,0,0,1,1
3aa748f5-2c7f-46ea-92e9-63f56ea174d5,1300000,403000,El Mourouj 3,El Mourouj,Ben Arous,720,15,9,6,,1,36.6938694,10.2622167,15.2468224381805,1,0,0,0,0,0,0,0,0,1,1
bfa417a3-ac67-4b7c-a3aa-199b9cf16e6d,880000,272800,Sahloul,Sousse Jaouhara, Sousse,640,15,7,3,,1,35.832439,10.622471,117.273190424209,0,0,0,0,0,0,0,0,0,1,1
06b33341-02b0-4802-8820-ea7867c08e07,1400000,434000,El Menzah 9,El Menzah,tunis,630,15,8,5,10-20 ,0,36.845235,10.164723,4.6317218774898,1,0,0,0,0,1,0,0,0,1,1
c060e314-bed8-4e6b-af39-bed1ad3fecd2,2500000,775000,La Marsa,,tunis,600,15,10,,,1,36.876389,10.325278,17.7221901283016,1,0,0,0,0,0,0,0,0,0,0
4ff16498-1e0e-4ed2-8427-826f7074ce13,800000,248000,Hammamet Nord,Hammamet,Nabeul,460,15,4,4,0,2,36.40108,10.61457,65.4597220191691,1,0,0,1,1,0,0,0,1,1,1
942bef52-d700-4ce2-828c-0f2a00df2879,1500000,465000,Mornag,Mornag,Ben Arous,1500,14,10,4,,2,36.68902,10.29964,18.3799491860473,1,0,0,0,0,1,1,0,0,0,0
8203e3e0-d606-482e-8ccc-79bd56bf2da8,,,Hammamet,Hammamet,Nabeul,760,14,5,4,,2,36.40108,10.61457,65.4597220191691,1,0,0,0,0,1,0,0,0,1,1
f3d44f5b-dcb6-4e13-bc46-b65551878efd,900000,279000,Aouina,La Marsa,tunis,700,14,10,4,10-20 ,1,36.8562350087038,10.2621495286255,10.4901199641479,1,0,0,0,0,0,0,0,0,0,0
92c1b4d1-b378-4a7d-9468-ab18ca23dc30,300000,93000,Menzel Bourguiba,,Bizerte,500,14,11,3,20-30 ,1,37.1578,9.7674,60.0027648634142,0,0,0,0,0,0,0,0,0,0,0
79f59a9c-cb16-469d-8f11-08009c2fc655,1400000,434000,Mahdia Ville,Mahdia Ville,Mahdia,420,14,12,12,0,2,35.5038453869607,11.0697102533341,173.267710844941,0,0,0,0,0,0,0,1,0,1,1
d6f21326-d602-498c-a39c-ba55465f264f,755000,234050,Tezdaine,,Djerba,350,14,6,5,5-10 ,1,33.8039664,11.0400653,341.757988160383,1,0,0,0,0,0,0,1,1,0,1
76c38cbc-d43f-4001-922a-854139aeea0a,520000,161200,El Mourouj 4,El Mourouj,Ben Arous,300,14,6,4,1-5 ,1,36.6938694,10.2622167,15.2468224381805,1,0,0,0,0,0,0,0,1,1,0
b570909d-2bd4-4862-b2ec-6fe91c861368,6200000,1922000,Mutuelle Ville,El Menzah,tunis,2000,13,10,5,10-20 ,1,36.845235,10.164723,4.6317218774898,1,0,0,0,1,0,0,0,0,0,0
ef521da5-ae78-4e61-8ac4-0776b7b17320,2300000,713000,Chotrana 3,La Soukra,Ariana,1900,13,8,4,5-10 ,1,36.883333,10.25,11.3450822580238,1,0,1,0,0,1,0,0,1,1,1
0ce9e02b-d2b0-455c-a53a-b89bc40e2815,1850000,573500,Montfleury,Tunis,tunis,1187,13,6,4,30-50 ,0,36.81881,10.16596,2.19113226059161,1,0,1,1,1,0,0,0,1,1,1
b71f4516-393e-48c9-a6a9-83ad23c600b6,2200000,682000,Hammamet Sud,Hammamet,Nabeul,1000,13,6,5,1-5 ,1,36.40108,10.61457,65.4597220191691,1,0,0,1,0,1,0,0,1,1,1
6650c634-ad87-4714-a979-8f0d5147b3f8,800000,248000,Korba,,Nabeul,980,13,13,5,70-100 ,1,33.8869,9.5375,327.765254316544,1,0,0,0,0,0,0,0,0,0,0
f957ed74-aee9-4391-9e29-3e7094b8e093,3800000,1178000,Bab Bhar,Tunis,tunis,900,13,12,5,,1,36.81881,10.16596,2.19113226059161,0,0,0,0,0,0,0,0,0,0,1
8a6452aa-7403-4d39-ab85-6e124a81207b,750000,232500,Hammamet Nord,Hammamet,Nabeul,760,13,6,5,0,2,36.40108,10.61457,65.4597220191691,1,0,0,0,0,1,0,0,0,1,1
8648508b-192a-4ae5-976f-900914561b8f,995000,308450,Cité Chaker,Raoued,Ariana,700,13,10,3,10-20 ,1,36.954444,10.191389,16.228614774176,1,0,0,0,0,0,0,1,1,1,1
bcbbaac2-e0aa-4a11-81a0-a70d6ddc7e54,1350000,418500,El Menzah 9,El Menzah,tunis,650,13,10,4,,1,36.84942,10.14969,5.88033020086245,1,0,0,0,0,1,0,0,1,1,0
059e1fc1-cb45-4e70-8773-e1ae8eeee730,950000,294500,La Manouba,La Manouba,La Manouba,650,13,10,4,,1,36.77855,10.05538,14.3537727228831,1,0,0,0,0,0,0,0,1,1,1
f6d0ed5f-fddd-47d2-b49d-925d08475483,1370000,424700,El Menzah 5,Ariana Ville,Ariana,603,13,9,3,,1,36.8625,10.19556,6.32498837542227,1,0,0,0,0,0,0,0,0,1,0
c6f31cd5-c27b-405f-ae70-7c271255bcc1,700000,217000,Hammamet Nord,Hammamet,Nabeul,600,13,4,4,0,2,36.40108,10.61457,65.4597220191691,1,0,0,1,1,0,0,0,0,1,0
c9bb8073-597f-42b6-b0fd-67315244bb18,1400000,434000,El Menzah 9,El Menzah,tunis,550,13,5,2,5-10 ,2,36.8482637,10.1410889,6.40986136903085,1,0,1,0,0,0,0,0,1,1,1
2c8159ae-b300-478c-9b0e-043b0939a690,1650000,511500,Cité Ennasr 2,Ariana Ville,Ariana,515,13,7,5,10-20 ,1,36.8625,10.19556,6.32498837542227,1,0,0,0,0,1,0,0,0,1,1
c9aa543e-9cbf-4977-bdae-9d97ce0fdbf8,,,La Marsa,La Marsa,tunis,500,13,10,4,,1,36.876389,10.325278,17.7221901283016,1,0,0,0,0,0,0,0,1,1,0
43f82c77-14d1-4e6d-a6eb-3dbdaa41a8b3,650000,201500,Raoued,Raoued,Ariana,400,13,8,4,1-5 ,2,36.9577961883957,10.2252921219482,17.2585084728758,1,0,0,1,0,0,0,0,1,1,1
ae5a0e16-6f77-4982-a2ad-6cd28c568794,1500000,465000,Cité Mohamed Ali,Rades,Ben Arous,385,13,7,7,5-10 ,2,36.7727084440515,10.2793896816403,11.4957696233616,1,0,0,0,0,0,0,0,1,1,0
52a82de0-67b8-4086-a838-3106b0f9c01b,950000,294500,Akouda,Akouda, Sousse,371,13,8,5,,2,35.87,10.57,111.167790931873,1,0,0,0,0,1,0,1,1,1,1
0c8284bc-0963-46fe-bd4d-6b482aa4cfd3,900000,279000,Hammamet Nord,Hammamet,Nabeul,300,13,5,3,,2,36.40108,10.61457,65.4597220191691,0,0,0,0,0,0,0,0,0,0,0
ef7c5dc5-371d-4919-ac0f-4d2011f0b6dc,260000,80600,Ras Jebel,,Bizerte,131,13,10,3,,1,37.1303,9.7506777,59.6022901500191,0,0,0,0,0,0,0,0,1,0,0
f8cbb840-945b-43b6-b97d-4e28f4078f57,485000,150350,Cité El Khalil,La Marsa,tunis,120,13,9,5,5-10 ,1,36.876389,10.325278,17.7221901283016,1,0,0,0,1,0,0,0,1,1,1
fc5f2418-1c3a-4166-9e2e-32a1aeea5c79,4000000,1240000,Ariana,Ariana Ville,Ariana,9268,12,7,3,,1,36.8625,10.19556,6.32498837542227,1,0,0,0,0,1,0,0,1,1,1
496ebbf1-4ab9-4816-a02c-5c3840adc6d3,12000000,3720000,La Soukra,La Soukra,Ariana,6800,12,10,4,20-30 ,1,36.88833,10.27417,13.6515294537323,1,0,0,0,0,1,0,1,1,1,1
6be65d4f-f613-4335-911e-e8a11e73c0cf,,,Le Kram,Le Kram,tunis,5700,12,12,12,1-5 ,1,36.833333,10.316667,15.3139811663917,0,0,0,0,0,0,0,0,0,0,0
cba9f4d7-34ff-4faa-a34f-d50358fc5b63,,,Carthage,Carthage,tunis,5000,12,6,,,,36.8694317,10.3164051,16.5057647881764,1,0,0,0,0,1,0,0,0,0,0
4db1a09d-9545-4cee-a3a7-161ce627e2fc,14000,4340,Le Kram,Le Kram,tunis,4000,12,12,12,0,1,36.833333,10.316667,15.3139811663917,0,0,0,0,0,0,0,0,0,0,0
7b6b8ac6-dfbc-48d2-b785-824c8571b79a,,,Gammarth Supérieur,La Marsa,tunis,2000,12,8,6,,1,36.89237,10.3119,17.2780183745428,1,0,0,0,0,1,0,0,1,1,1
0578199f-86c6-4f7f-9470-89609cccd681,1000000,310000,Djerba,Djerba,Djerba,1400,12,8,8,,1,33.8075978,10.8451467,336.063533301856,1,0,0,1,0,0,0,0,0,0,0
1d191420-2225-4a7c-aa16-3f7b5c898540,,,Gammarth Supérieur,La Marsa,tunis,1000,12,7,4,,1,36.876389,10.325278,17.7221901283016,1,0,0,1,1,1,0,0,1,1,1
f97e7f70-9dfb-4474-9d6b-e05fba230746,1650000,511500,Les Jardins d'El Menzah 1,Ariana Ville,Ariana,910,12,9,8,,1,36.8625,10.19556,6.32498837542227,1,0,0,1,1,1,1,0,1,1,1
4b063d56-7d61-4177-b181-51794ff392cd,1800000,558000,El Kantaoui,Hammam Sousse, Sousse,900,12,8,4,10-20 ,1,33.8869,9.5375,327.765254316544,1,0,0,1,0,1,0,0,0,1,0
91f1e823-82de-4449-b5ea-1ee9e03335df,800000,248000,Hammamet Sud,Hammamet,Nabeul,865,12,6,4,0,2,36.40108,10.61457,65.4597220191691,1,0,0,0,0,1,0,0,1,0,1
abdf76e6-6ada-4d58-971a-e7de1e6ab8cf,1850000,573500,Riadh al Andalous,Ariana Ville,Ariana,780,12,10,6,0,2,36.8625,10.19556,6.32498837542227,1,0,0,0,1,0,0,0,1,1,1
c3e3ca4e-8368-4f49-bb36-e1b892cf1e59,1900000,589000,Mutuelle Ville,El Menzah,tunis,761,12,12,4,20-30 ,0,36.845235,10.164723,4.6317218774898,1,0,0,0,0,0,0,0,0,0,0
64fa148d-208d-431e-a87e-8226ba4d6fd1,1200000,372000,Khaznadar,Le Bardo,tunis,687,12,8,2,,1,36.83017,10.13736,5.54992694975533,1,0,0,0,0,0,0,0,0,0,0
20cb02a3-4d96-4a3c-a371-1cb107b7f358,,,Le Bardo,Le Bardo,tunis,686,12,8,3,30-50 ,1,36.8144703,10.1344725,5.30148623956287,1,0,0,0,0,0,0,0,0,1,1
89592c6c-98a1-4911-9cd9-7417171ece1b,1250000,387500,Ariana,Ariana Ville,Ariana,652,12,8,4,1-5 ,2,36.8625,10.19556,6.32498837542227,1,0,0,0,1,0,0,0,1,1,0
2f98c8aa-a146-444e-afda-b40b0ea26d96,1490000,461900,El Manar 1,El Menzah,tunis,576,12,8,4,,1,36.845235,10.164723,4.6317218774898,1,0,0,0,0,1,0,0,0,1,1
70a8c095-9fe1-4e63-b0b7-c3db27513ad4,1150000,356500,El Menzah 9,El Menzah,tunis,560,12,8,4,,1,36.845235,10.164723,4.6317218774898,1,0,0,0,0,0,0,0,0,1,1
ef7fc462-4df6-437c-8cf2-e478fbc178ed,1100000,341000,Hammamet Sud,Hammamet,Nabeul,542,12,12,6,,2,36.40108,10.61457,65.4597220191691,0,0,0,0,0,0,0,0,1,1,1
da398d22-a49a-4912-b09c-bbb3edb3d4af,850000,263500,Hammam Sousse,Hammam Sousse, Sousse,540,12,6,2,,1,35.8569,10.5972,113.681036216882,1,0,0,0,0,0,0,0,0,0,0
c4e7572e-7a98-425a-9342-61caf77bcee8,1190000,368900,Midoun,,Djerba,500,12,9,4,,,33.866667,10.85,329.885067333887,1,0,0,0,0,0,0,0,0,0,0
2ddc71ef-f935-44bd-acc6-f94e4d4d56d6,1100000,341000,Gammarth,La Marsa,tunis,500,12,11,5,1-5 ,2,36.876389,10.325278,17.7221901283016,1,0,0,0,0,0,0,0,1,0,0
bf5832df-9d49-42f5-94c8-ab3ce090bca4,1170000,362700,Bellevue,El Ouardia,tunis,480,12,9,3,1-5 ,2,36.83561,10.21587,4.97542612901849,1,0,0,0,1,0,0,0,1,1,1
d81ddbc9-ffba-4aa0-b369-9c3fcb9e111a,550000,170500,La Marsa,La Marsa,tunis,446,12,4,2,1-5 ,2,36.876389,10.325278,17.7221901283016,0,0,0,0,0,0,0,0,1,1,1
313b8a40-9a6d-4a93-9da3-cf07916921f0,1600000,496000,Mahdia Ville,Mahdia Ville,Mahdia,420,12,11,11,0,2,33.8869,9.5375,327.765254316544,0,0,0,0,0,0,0,1,1,1,1
5e2f005f-2679-4ce5-ab19-87e024a3c03f,,,Gabès Sud,,Gabès,415,12,7,3,10-20 ,1,33.883333,10.116667,320.035393998042,1,0,0,0,0,0,0,0,0,0,0
b7142d4c-5a10-4e8e-bf81-20c35e2f5fbc,,,Gabès Sud,,Gabès,415,12,7,3,10-20 ,1,33.883333,10.116667,320.035393998042,1,0,0,0,0,0,0,0,0,0,0
f7a981d8-f50e-4a65-8046-a98ad6564f71,670000,207700,Cité El Intilaka,El Omrane Superieur,tunis,400,12,25,10,,1,36.81881,10.16596,2.19113226059161,1,0,0,0,0,0,0,0,0,0,0
d0d38c7b-310e-4449-b967-5cf02f2fec54,1100000,341000,Cité Les Pins,La Marsa,tunis,390,12,9,3,,1,36.876389,10.325278,17.7221901283016,1,0,0,0,0,0,0,0,0,0,0
66f5938a-3b67-4a31-b1ff-59903291530a,950000,294500,La Soukra,La Soukra,Ariana,370,12,9,6,,2,36.883333,10.25,11.3450822580238,1,0,1,0,0,0,0,0,1,1,1
67e23a26-e947-4155-8e40-03afb6daa474,800000,248000,Chott Meriem,Akouda, Sousse,360,12,7,2,,1,35.87,10.57,111.167790931873,0,0,0,0,0,0,0,0,0,1,0
d70c4d97-0a26-41bb-b64b-d588b235b2f9,420000,130200,Hammamet,Hammamet,Nabeul,360,12,7,6,1-5 ,1,36.4064490599802,10.5563723383912,60.4336897979933,0,0,0,0,0,1,0,0,0,0,1
9657748b-f3fb-4343-badc-e92ce1df9f64,,,Cité El Mhiri,La Marsa,tunis,356,12,8,4,10-20 ,1,36.6490939517032,9.93300781249988,32.5650039291466,1,0,0,0,0,0,0,0,1,1,1
efc324dd-9367-48f0-a4d4-ceec881fc91f,730000,226300,Msaken,, Sousse,340,12,9,,,,35.43188,10.3534,151.61265212671,1,0,0,0,0,0,0,0,0,0,0
c9eaf3c6-2936-4335-9211-6e693f414de3,,,Sousse Corniche,, Sousse,328,12,6,4,20-30 ,1,35.81771,10.64549,119.814452764092,0,0,0,1,0,0,0,0,0,0,0
7937f3b2-a251-4512-a0d2-d094c4cfbfa3,980000,303800,El Menzah 9,El Menzah,tunis,300,12,3,4,,2,36.845235,10.164723,4.6317218774898,0,0,0,0,0,1,0,0,0,0,0
1ebd959a-b275-426a-86fb-a0f984596d52,720000,223200,Djerba,Djerba,Djerba,266,12,4,3,0,2,33.8092721652541,10.9901396453313,339.71587713055,1,0,0,0,0,1,0,0,0,0,0
51b3a6e2-e0be-4df3-a30d-9b4b30b183c7,550000,170500,Jaafar,Raoued,Ariana,265,12,7,3,10-20 ,1,36.954444,10.191389,16.228614774176,1,0,0,0,1,0,0,0,1,0,0
6c4ca653-8f14-4c43-837f-f11e315068b4,773000,239630,Hammamet,Hammamet,Nabeul,262,12,3,3,0,2,36.40108,10.61457,65.4597220191691,0,0,0,0,0,1,0,0,0,1,1
245e0ca1-28a3-41cc-80db-6588285f1c81,1250000,387500,Monastir Ville,Monastir Ville,Monastir,228,12,12,6,,1,35.7678,10.8225,134.077396594029,0,0,0,0,0,0,0,1,1,1,1
e044e5b8-aaf4-454d-9ec1-b31376228c95,820000,254200,Denden,La Manouba,La Manouba,222,12,8,6,5-10 ,2,36.77494,10.1306,6.6306819340308,0,0,0,0,0,0,0,1,1,1,1
9710589e-2a5e-41ab-be18-261690e6cf42,450000,139500,Bab El Assal,Tunis,tunis,150,12,6,6,"10,20",0,36.81881,10.16596,2.19113226059161,0,0,0,0,0,0,0,0,0,0,0
15ddbffb-ecd4-4ef2-ac9c-3fbf75d11192,5500000,1705000,La Marsa,La Marsa,tunis,,12,4,3,1-5 ,1,36.876389,10.325278,17.7221901283016,1,0,1,0,0,1,0,0,1,1,1
a1796fc6-4181-41b0-b390-74b48163a2d7,1800000,558000,Bizerte,,Bizerte,3550,11,7,7,,1,37.266667,9.866667,61.3547423350838,1,0,0,0,1,1,0,0,1,1,1
c36b217a-9117-4a58-ab2c-a3317ea6865f,,,La Manouba,La Manouba,La Manouba,12000,11,3,1,0,2,36.77855,10.05538,14.3537727228831,1,0,0,1,0,1,0,1,1,0,0
94f0e3bb-b25e-4e7a-8c87-fb72c8248b07,5000000,1550000,La Soukra,La Soukra,Ariana,4992,11,11,4,,2,36.88833,10.27417,13.6515294537323,1,0,0,0,0,1,0,0,1,1,1
343f4e88-9a4d-49f6-8ee7-9b4abaef8fd3,1400000,434000,Bou Argoub,,Nabeul,4300,11,5,2,,2,36.54,10.55,50.2860383662446,0,0,0,0,0,0,0,0,0,0,0
82536db9-aeb1-4687-ae38-8f04b9dbf218,2000000,620000,Chotrana 3,La Soukra,Ariana,1200,11,4,3,0,2,36.896544,10.217961,10.6556323701042,1,0,0,0,0,1,0,0,0,1,1
0abd10f4-f749-4119-adbe-6d3ac66ceb43,1400000,434000,Hammamet,Hammamet,Nabeul,1000,11,4,2,,2,36.40108,10.61457,65.4597220191691,0,0,0,0,0,1,0,0,0,0,0
3b7b5144-aa26-4430-b9de-67c22684db31,1200000,372000,Hammamet,Hammamet,Nabeul,1000,11,5,4,1-5 ,1,36.40108,10.61457,65.4597220191691,1,0,0,0,0,1,0,0,1,1,1
418ddb1b-0f06-4a23-bd9b-cd16ab0b210b,1200000,372000,Hammamet,Hammamet,Nabeul,1000,11,4,2,,2,36.40108,10.61457,65.4597220191691,0,0,0,0,0,1,0,1,1,0,1
7fd0a01d-8176-4cea-b6df-dcb9a57612c2,2200000,682000,El Menzah 5,Ariana Ville,Ariana,980,11,10,6,,1,36.8625,10.19556,6.32498837542227,1,0,0,0,0,0,0,0,1,1,1
04e1aae7-7e89-402f-aedd-e3e5cdbbc013,550000,170500,Gafsa Sud,,Gafsa,798,11,4,3,,1,34.417865,8.788051,304.35796591161,1,0,0,0,1,0,0,0,1,0,1
0e8390b9-ba06-4a06-9403-577683bb96c4,1200000,372000,Hammamet Nord,Hammamet,Nabeul,700,11,4,2,,2,36.40108,10.61457,65.4597220191691,0,0,0,0,0,1,0,0,0,0,0
0e576cd5-f48f-43bf-a8b9-d5ec0eb8ea4c,1200000,372000,El Manar 1,El Menzah,tunis,700,11,6,4,5-10 ,1,36.8331947,10.1384603,5.60719012128619,1,0,0,0,0,1,0,0,1,1,1
85f59499-6a24-4230-adc7-35ca12b14d13,,,Hammamet Sud,Hammamet,Nabeul,700,11,4,2,,2,36.40108,10.61457,65.4597220191691,1,0,0,0,0,1,0,0,0,1,1
75d3369b-1453-473e-aa32-1c0666660f00,1600000,496000,El Menzah 6,Ariana Ville,Ariana,680,11,10,5,20-30 ,0,36.8625,10.19556,6.32498837542227,1,0,0,0,0,0,0,0,1,1,1
edf08d66-c6d0-4a59-a9f0-91bbfabff259,1480000,458800,El Menzah 9,El Menzah,tunis,677,11,10,5,,1,36.845235,10.164723,4.6317218774898,1,0,0,0,0,1,0,0,1,1,1
dd7a27c3-b630-4956-a12a-44171aa66e19,1100000,341000,El Menzah 9,El Menzah,tunis,664,11,7,4,,1,36.845235,10.164723,4.6317218774898,1,0,0,0,0,0,0,0,1,1,1
32e8250a-cba1-49fc-914f-36cde57efe7a,450000,139500,El Hajeb,Sfax Sud,Sfax,600,11,5,2,20-30 ,1,34.43071,10.38506,260.915300510146,1,0,0,0,0,0,0,0,0,0,0
2566f563-df2f-468f-9bf9-648c36eb9fb4,2700000,837000,El Menzah 5,Ariana Ville,Ariana,550,11,7,4,,1,36.8625,10.19556,6.32498837542227,0,0,0,0,0,0,0,0,1,1,0
ea2b680c-0305-40da-867f-b7717dc264d6,,,El Menzah 9,El Menzah,tunis,541,11,6,4,20-30 ,1,36.845235,10.164723,4.6317218774898,1,0,0,0,0,0,0,0,1,1,1
997e3b34-c515-47a4-8dee-1e74f1723d6f,1400000,434000,El Manar 1,El Menzah,tunis,500,11,4,5,,2,36.81881,10.16596,2.19113226059161,1,0,0,0,0,1,0,0,1,1,1
59553dd0-3081-4e83-af81-2b173f61cccf,950000,294500,Borj Louzir,La Soukra,Ariana,500,11,9,4,10-20 ,1,36.883333,10.25,11.3450822580238,0,0,0,0,0,0,0,0,1,1,0
a5df89b3-75cd-4875-8d94-88a644280ded,650000,201500,Cité el Ghazela,Raoued,Ariana,463,11,9,5,10-20 ,1,36.954444,10.191389,16.228614774176,1,0,0,0,0,0,0,0,1,1,1
9a5efa2b-16ed-408c-a4b7-4002023de970,1500000,465000,Le Kram,Le Kram,tunis,444,11,8,4,30-50 ,1,36.8340659405044,10.3196942015908,15.6597258364807,1,0,0,1,0,0,0,0,1,1,0
a0f8fc49-2ffe-4411-9c5e-283640e1cb30,265000,82150,Mahdia,,Mahdia,416,11,7,3,5-10 ,2,33.8869,9.5375,327.765254316544,0,0,0,0,1,1,0,1,1,0,0
f327d513-6739-4a44-8a45-89debbc1092f,560000,173600,Hammamet Nord,Hammamet,Nabeul,410,11,6,5,1-5 ,2,36.40108,10.61457,65.4597220191691,0,0,0,0,0,0,0,0,1,0,1
df848bec-c759-442f-866a-dbe12cc88c59,3600000,1116000,La Marsa,La Marsa,tunis,400,11,7,4,"10,20",0,36.8863095400374,10.3202569047241,17.7289905592112,0,0,0,0,0,0,0,0,0,1,0
